Intron File Name,Time in Minutes,Nucleus Index,Nucleus Centroid X,Nucleus Centroid Y,Nucleus Major Axis Length,Nucleus Major Axis Angle,Total Marker Object Count,Marker Object Index,Marker Centroid X,Marker Centroid Y,Marker Distance to Nucleus Centroid,Marker Distance to Nucleus Boundary,Marker Angle from Nucleus Major Axis
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,1,181.632969,771.602917,114.769334,48.660012,2,1,175.500000,806.769231,35.697100,9.351354,51.232816
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,1,181.632969,771.602917,114.769334,48.660012,2,2,214.827586,795.758621,41.053388,17.485445,347.383347
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,2,188.583808,619.836939,101.636608,-23.612901,3,1,157.411765,648.382353,42.267445,8.522882,161.131391
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,2,188.583808,619.836939,101.636608,-23.612901,3,2,174.974359,580.538462,41.588308,4.936225,274.511429
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,2,188.583808,619.836939,101.636608,-23.612901,3,3,196.961538,603.384615,18.462538,31.665665,320.598670
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,3,277.371298,763.905849,108.240473,-73.648948,4,1,269.203390,803.610169,40.535759,14.740669,175.273568
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,3,277.371298,763.905849,108.240473,-73.648948,4,2,268.603774,736.962264,28.334189,23.239074,325.623902
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,3,277.371298,763.905849,108.240473,-73.648948,4,3,280.454545,771.090909,7.818664,43.595365,140.423847
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,3,277.371298,763.905849,108.240473,-73.648948,4,4,297.923077,801.115385,42.507942,10.231996,134.735954
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,4,295.827460,610.310188,99.282425,63.890116,3,1,286.551724,570.517241,40.859735,7.673634,192.988542
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,4,295.827460,610.310188,99.282425,63.890116,3,2,298.000000,639.500000,29.270549,18.524672,21.853321
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,4,295.827460,610.310188,99.282425,63.890116,3,3,332.540000,624.300000,39.287726,2.548603,316.969906
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,5,308.854558,470.718370,105.678759,-29.271887,3,1,276.500000,451.800000,37.479623,6.162732,239.587585
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,5,308.854558,470.718370,105.678759,-29.271887,3,2,297.277778,468.500000,11.787409,34.888607,220.119544
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,5,308.854558,470.718370,105.678759,-29.271887,3,3,311.153846,486.615385,16.062434,26.663467,111.041901
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,6,399.494197,635.518795,123.648696,71.229779,4,1,382.621622,598.756757,40.449119,19.736037,174.116643
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,6,399.494197,635.518795,123.648696,71.229779,4,2,414.611111,689.222222,55.790494,5.938392,3.048903
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,6,399.494197,635.518795,123.648696,71.229779,4,3,430.217391,673.086957,48.531242,10.419799,339.493965
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,6,399.494197,635.518795,123.648696,71.229779,4,4,441.208333,633.375000,41.769188,5.803343,285.828235
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,7,517.880020,717.478693,119.816526,56.542662,3,1,512.090909,733.477273,17.013769,29.314183,53.350073
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,7,517.880020,717.478693,119.816526,56.542662,3,2,521.714286,753.523810,36.248476,16.628190,27.385386
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,7,517.880020,717.478693,119.816526,56.542662,3,3,553.358974,716.820513,35.485059,8.637518,302.394549
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,8,566.871560,400.734362,85.023526,88.951349,3,1,545.974359,403.410256,21.067829,11.087917,83.751614
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,8,566.871560,400.734362,85.023526,88.951349,3,2,571.833333,366.416667,34.674535,8.497023,189.275666
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_6_R3D_D3D_PRJ_w676.tif,1440,8,566.871560,400.734362,85.023526,88.951349,3,3,582.818182,424.181818,28.356268,7.163186,326.829019
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,2,160.740382,380.077756,101.178061,3.174188,1,1,200.416667,383.527778,39.826000,12.664916,1.795423
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,3,340.904387,205.201055,120.353646,-81.385018,1,1,359.461538,220.000000,23.735556,28.844099,119.956655
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,4,470.269880,290.739291,119.670381,41.930070,2,1,473.166667,331.111111,40.475613,13.913158,43.965838
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,4,470.269880,290.739291,119.670381,41.930070,2,2,486.243243,269.486486,26.586275,20.844452,264.998032
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,6,505.689667,853.335026,92.649879,13.671352,2,1,515.857143,852.214286,10.229058,36.387564,340.038443
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,6,505.689667,853.335026,92.649879,13.671352,2,2,543.100000,841.050000,39.375816,5.296964,328.149197
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,7,560.254316,365.092445,105.683490,-6.818782,1,1,583.921053,326.789474,45.024794,4.317016,308.529976
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,8,615.104038,764.334660,104.235311,80.865554,2,1,594.472000,789.104000,32.236644,11.617570,48.927620
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,8,615.104038,764.334660,104.235311,80.865554,2,2,639.928571,795.428571,39.788049,8.299854,330.531531
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,9,624.955911,647.825611,70.455660,6.554815,1,1,638.153846,630.115385,22.087046,12.800176,300.139234
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,11,673.295975,170.219567,127.389168,21.841168,3,1,648.555556,185.333333,28.991625,14.711212,126.738336
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,11,673.295975,170.219567,127.389168,21.841168,3,2,676.935484,180.064516,10.496145,36.015604,47.870345
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,11,673.295975,170.219567,127.389168,21.841168,3,3,728.055556,178.722222,55.415763,8.046443,346.984809
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,12,692.894005,519.958473,102.396289,-31.899442,3,1,670.250000,510.937500,24.374760,16.364797,233.620908
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,12,692.894005,519.958473,102.396289,-31.899442,3,2,711.722222,521.277778,18.874383,26.334042,35.907642
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_7_R3D_D3D_PRJ_w676.tif,1440,12,692.894005,519.958473,102.396289,-31.899442,3,3,725.687500,494.687500,41.400910,10.666803,354.281260
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,1,448.207744,428.712046,106.780148,-33.800413,4,1,431.428571,397.047619,35.835409,5.597811,275.881025
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,1,448.207744,428.712046,106.780148,-33.800413,4,2,441.125000,445.450000,18.174828,30.098978,146.736292
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,1,448.207744,428.712046,106.780148,-33.800413,4,3,466.333333,405.400000,29.529451,23.529260,341.666206
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,1,448.207744,428.712046,106.780148,-33.800413,4,4,488.363636,428.090909,40.160696,6.636977,32.914226
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,2,483.971290,658.720498,91.411159,-79.660334,3,1,461.120000,680.040000,31.252242,8.541060,216.646484
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,2,483.971290,658.720498,91.411159,-79.660334,3,2,483.096154,691.442308,32.733510,11.556643,171.192329
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,2,483.971290,658.720498,91.411159,-79.660334,3,3,480.133333,657.000000,4.205951,26.521954,283.806310
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,3,633.555199,245.467694,117.345643,57.338805,3,1,634.935484,195.677419,49.809403,3.677808,214.249141
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,3,633.555199,245.467694,117.345643,57.338805,3,2,635.578947,229.052632,16.539342,37.315368,219.689501
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,3,633.555199,245.467694,117.345643,57.338805,3,3,675.588235,247.705882,42.092584,9.414504,305.709221
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,4,796.198460,358.396250,116.077560,-22.782955,2,1,805.083333,351.666667,11.145773,43.934935,345.641931
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_24hrs_Greb_EI_8_R3D_D3D_PRJ_w676.tif,1440,4,796.198460,358.396250,116.077560,-22.782955,2,2,833.538462,350.923077,38.080494,19.852998,11.465391
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_1_R3D_D3D_PRJ_w676.tif,480,2,106.228750,479.829618,115.624392,40.463307,1,1,64.833333,454.583333,48.486652,4.618220,170.914922
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_1_R3D_D3D_PRJ_w676.tif,480,3,153.646300,408.837634,109.658561,46.800792,2,1,173.900000,442.200000,39.028962,19.602174,11.938013
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_1_R3D_D3D_PRJ_w676.tif,480,3,153.646300,408.837634,109.658561,46.800792,2,2,193.000000,409.500000,39.359274,11.007840,314.163468
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,2,170.012715,584.705912,118.296238,72.645299,2,1,161.344262,599.311475,16.984244,32.152563,48.043978
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,2,170.012715,584.705912,118.296238,72.645299,2,2,158.812500,529.187500,56.636904,3.285458,185.949010
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,3,401.108324,233.728439,109.041277,41.989385,4,1,372.916667,259.541667,38.224236,9.462743,95.532349
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,3,401.108324,233.728439,109.041277,41.989385,4,2,392.705882,195.294118,39.342065,13.565650,215.678736
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,3,401.108324,233.728439,109.041277,41.989385,4,3,405.500000,193.000000,40.964528,7.013929,234.164940
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,3,401.108324,233.728439,109.041277,41.989385,4,4,449.703704,227.074074,49.048869,3.277205,310.213362
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,4,423.568004,424.357268,124.326184,-86.228461,2,1,421.666667,481.333333,57.007781,5.687566,178.139758
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,4,423.568004,424.357268,124.326184,-86.228461,2,2,448.095238,390.666667,41.673035,13.276047,32.283609
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,5,562.318889,318.176400,169.814605,71.307149,3,1,528.100000,258.000000,69.225223,16.173997,169.068429
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,5,562.318889,318.176400,169.814605,71.307149,3,2,561.232558,369.976744,51.811734,30.044718,19.894254
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,5,562.318889,318.176400,169.814605,71.307149,3,3,620.607143,312.035714,58.610823,9.449691,282.678907
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,6,567.669507,453.782814,97.984693,75.862197,4,1,566.304348,419.869565,33.940714,14.870659,191.832638
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,6,567.669507,453.782814,97.984693,75.862197,4,2,578.700000,498.300000,45.863402,3.905445,0.221307
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,6,567.669507,453.782814,97.984693,75.862197,4,3,582.692308,486.846154,36.316236,13.261207,349.702452
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,6,567.669507,453.782814,97.984693,75.862197,4,4,592.266667,455.200000,24.637952,6.770896,287.435303
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,7,688.133812,264.833491,96.384646,-67.374833,2,1,690.291667,232.291667,32.613290,13.309732,341.168573
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,7,688.133812,264.833491,96.384646,-67.374833,2,2,706.583333,288.583333,30.073906,4.181269,119.533804
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,8,705.186691,387.847074,107.079410,-78.901187,2,1,694.176471,350.529412,38.908005,10.997953,332.462995
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,8,705.186691,387.847074,107.079410,-78.901187,2,2,728.772727,373.909091,27.396505,17.641943,48.320557
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,9,912.090123,791.362444,76.400262,14.795522,2,1,892.185185,802.592593,22.854382,10.657459,135.773262
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_2_R3D_D3D_PRJ_w676.tif,480,9,912.090123,791.362444,76.400262,14.795522,2,2,934.923077,792.307692,22.852512,13.094684,347.575079
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,1,375.195936,369.499935,109.293184,57.503694,3,1,331.071429,357.714286,45.671367,5.343224,137.450893
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,1,375.195936,369.499935,109.293184,57.503694,3,2,380.500000,405.500000,36.388704,17.677555,24.114941
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,1,375.195936,369.499935,109.293184,57.503694,3,3,406.280000,381.400000,33.284089,15.749211,323.444897
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,2,384.651651,561.100220,106.531685,57.324027,2,1,397.933333,601.933333,42.938866,7.359849,14.657953
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,2,384.651651,561.100220,106.531685,57.324027,2,2,404.120690,577.551724,25.489124,27.209873,342.874068
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,3,433.336058,475.587138,93.648278,30.358296,2,1,404.372093,459.674419,33.047328,13.182277,178.425971
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,3,433.336058,475.587138,93.648278,30.358296,2,2,439.700000,497.800000,23.106515,23.076575,43.654799
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,4,490.630443,325.491939,124.486947,4.886690,3,1,489.787879,330.878788,5.452344,29.512040,94.002993
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,4,490.630443,325.491939,124.486947,4.886690,3,2,491.812500,293.500000,32.013769,7.501910,267.229346
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,4,490.630443,325.491939,124.486947,4.886690,3,3,518.428571,296.714286,40.011114,5.152756,309.121419
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,5,487.235235,407.533763,97.005155,-0.209882,2,1,511.560000,427.420000,31.419048,7.110654,39.476927
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_3_R3D_D3D_PRJ_w676.tif,480,5,487.235235,407.533763,97.005155,-0.209882,2,2,512.447761,387.373134,32.281921,9.879322,321.563090
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,1,395.489998,754.592878,82.006097,0.546048,3,1,365.380952,741.571429,32.804158,6.877800,202.841291
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,1,395.489998,754.592878,82.006097,0.546048,3,2,380.909091,780.000000,29.293766,4.421199,119.305058
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,1,395.489998,754.592878,82.006097,0.546048,3,3,398.000000,778.363636,23.902910,9.688100,83.426311
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,2,477.464106,747.251499,103.004854,53.831780,2,1,462.000000,706.892857,43.219886,5.284682,195.203028
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,2,477.464106,747.251499,103.004854,53.831780,2,2,503.033333,732.433333,29.552722,6.883932,276.074589
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,3,535.374333,351.254077,98.045908,88.204696,3,1,508.000000,369.812500,33.072181,10.921600,57.660005
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,3,535.374333,351.254077,98.045908,88.204696,3,2,548.687500,388.437500,39.494903,7.900868,342.095886
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,3,535.374333,351.254077,98.045908,88.204696,3,3,564.583333,321.861111,41.438052,3.733934,226.615440
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,4,633.954758,411.062079,103.247276,45.964479,2,1,637.923077,450.615385,39.751875,6.462269,38.306301
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,4,633.954758,411.062079,103.247276,45.964479,2,2,658.437500,394.375000,29.628757,9.276678,279.757750
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,5,835.461496,487.703544,97.637083,-32.991154,3,1,832.384615,510.615385,23.117518,20.522040,130.639766
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,5,835.461496,487.703544,97.637083,-32.991154,3,2,845.071429,447.214286,41.614070,7.465102,316.342979
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_4_R3D_D3D_PRJ_w676.tif,480,5,835.461496,487.703544,97.637083,-32.991154,3,3,860.285714,450.190476,44.983020,3.607830,336.485695
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,1,286.967447,159.465129,114.424648,-81.140414,3,1,300.615385,173.615385,19.659500,30.957459,127.175644
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,1,286.967447,159.465129,114.424648,-81.140414,3,2,311.944444,201.611111,48.991164,7.564320,140.488135
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,1,286.967447,159.465129,114.424648,-81.140414,3,3,325.764706,148.823529,40.230225,8.426127,65.802127
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,2,363.092184,668.467348,111.251966,54.678770,2,1,333.125000,636.875000,43.544329,10.617481,171.833481
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,2,363.092184,668.467348,111.251966,54.678770,2,2,355.688525,623.213115,45.855859,5.256142,206.029868
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,4,449.133562,640.772958,109.986363,49.827169,2,1,407.809524,623.571429,44.761241,8.583137,152.772822
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,4,449.133562,640.772958,109.986363,49.827169,2,2,458.241379,684.689655,44.851183,7.515689,28.456435
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,5,498.931898,473.398719,103.019416,-89.519176,2,1,466.884615,467.884615,32.518205,9.077003,279.281981
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,5,498.931898,473.398719,103.019416,-89.519176,2,2,508.578947,469.052632,10.580834,26.805743,65.267158
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,6,560.777172,722.921207,108.337436,-24.216681,4,1,530.466667,741.533333,35.568778,18.133811,172.664730
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,6,560.777172,722.921207,108.337436,-24.216681,4,2,565.066667,703.600000,19.791635,24.109283,306.733881
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,6,560.777172,722.921207,108.337436,-24.216681,4,3,570.153846,757.692308,36.013212,4.380578,99.124805
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,6,560.777172,722.921207,108.337436,-24.216681,4,4,588.500000,685.666667,46.437657,2.233012,330.871323
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,7,591.813568,490.236552,126.372465,-77.083567,3,1,578.411765,494.235294,13.985645,30.689932,240.469862
/home/bl6/Mancini/Data/MCF-7 time course/20151026_E2_8hrs_Greb_EI_5_R3D_D3D_PRJ_w676.tif,480,7,591.813568,490.236552,126.372465,-77.083567,3,2,617.125000,447.187500,49.938858,8.160704,17.537700
